函数名	未限定名	定义位置	功能	未限定名出现次数	定义文件出现次数	风险标记
D455_发布目标跟踪报告	D455_发布目标跟踪报告	外设线程_D455深度相机.ixx:2934	执行跟踪相关定位、匹配或结果输出逻辑。	2	2
D455_发布采集成功后的报告编排	D455_发布采集成功后的报告编排	外设线程_D455深度相机.ixx:3001	按函数名执行对应处理。	2	2
D455_句柄前缀有效	D455_句柄前缀有效	外设观察报告队列.ixx:1251	按函数名执行对应处理。	3	3
D455_句柄资源类型	D455_句柄资源类型	外设观察报告队列.ixx:1257	按函数名执行对应处理。	3	3
D455_基础采样样本对稳定	D455_基础采样样本对稳定	外设线程_D455深度相机.ixx:2424	按函数名执行对应处理。	4	4
D455_填充材料页通用摘要	D455_填充材料页通用摘要	外设观察报告队列.ixx:1318	按函数名执行对应处理。	8	8
D455_复制观察报告帧摘要	D455_复制观察报告帧摘要	外设线程_D455深度相机.ixx:1746	按函数名执行对应处理。	3	3
D455_外设帧ID_由报告	D455_外设帧ID_由报告	外设线程_D455深度相机.ixx:1587	按函数名执行对应处理。	2	2
D455_尝试匹配帧句柄	D455_尝试匹配帧句柄	外设观察报告队列.ixx:1347	按函数名执行对应处理。	3	3
D455_尝试匹配簇句柄	D455_尝试匹配簇句柄	外设观察报告队列.ixx:1448	按函数名执行对应处理。	4	4
D455_带滞回容差	D455_带滞回容差	外设线程_D455深度相机.ixx:860	按函数名执行对应处理。	11	11
D455_帧像素数量有效	D455_帧像素数量有效	外设观察报告队列.ixx:1271	按函数名执行对应处理。	7	7
D455_平滑I64	D455_平滑I64	外设线程_D455深度相机.ixx:893	按函数名执行对应处理。	8	8
D455_当前时间毫秒	D455_当前时间毫秒	外设线程_D455深度相机.ixx:1844	按函数名执行对应处理。	5	5
D455_截断日志文本	D455_截断日志文本	外设线程_D455深度相机.ixx:2588	按函数名执行对应处理。	9	9
D455_扫描变化等待项前置满足	D455_扫描变化等待项前置满足	外设线程_D455深度相机.ixx:2113	等待线程、任务、外设或条件变化。	2	2
D455_把跨帧采集摘要写入样本	D455_把跨帧采集摘要写入样本	外设线程_D455深度相机.ixx:1359	把处理结果写入指定对象、场景或日志。	2	2
D455_投影中心X	D455_投影中心X	外设线程_D455深度相机.ixx:902	按函数名执行对应处理。	5	5
D455_投影中心Y	D455_投影中心Y	外设线程_D455深度相机.ixx:908	按函数名执行对应处理。	5	5
D455_报告满足L1稳定子集口径	D455_报告满足L1稳定子集口径	外设线程_D455深度相机.ixx:1609	按函数名执行对应处理。	4	4
D455_按目标特征估算观察值	D455_按目标特征估算观察值	外设线程_D455深度相机.ixx:1883	按函数名执行对应处理。	2	2
D455_按跨帧簇ID查找观察像素簇	D455_按跨帧簇ID查找观察像素簇	外设线程_D455深度相机.ixx:1809	按条件查找目标对象、方法或事实。	3	3
D455_控制面板分割颜色	D455_控制面板分割颜色	外设观察报告队列.ixx:1512	按函数名执行对应处理。	2	2
D455_提取迁移分割空间候选	D455_提取迁移分割空间候选	外设线程_D455深度相机.ixx:608	按函数名执行对应处理。	2	2
D455_更新逐簇识别报告跨帧采集状态	D455_更新逐簇识别报告跨帧采集状态	外设线程_D455深度相机.ixx:1173	更新已有对象、状态、索引或缓存。	3	3
D455_构造Tracker轨迹状态generation	D455_构造Tracker轨迹状态generation	外设线程_D455深度相机.ixx:1124	按函数名执行对应处理。	3	3
D455_构造控制面板视频快照_已加锁	D455_构造控制面板视频快照_已加锁	外设观察报告队列.ixx:1531	按函数名执行对应处理。	2	2
D455_构造观察帧资源句柄	D455_构造观察帧资源句柄	外设线程_D455深度相机.ixx:951	按函数名执行对应处理。	7	7
D455_构造观察簇资源句柄	D455_构造观察簇资源句柄	外设线程_D455深度相机.ixx:931	按函数名执行对应处理。	8	8
D455_构造逐簇稳定性诊断摘要	D455_构造逐簇稳定性诊断摘要	外设线程_D455深度相机.ixx:2601	按函数名执行对应处理。	2	2
D455_查找材料页空间候选	D455_查找材料页空间候选	外设观察报告队列.ixx:1305	按条件查找目标对象、方法或事实。	3	3
D455_标记材料摘要成功	D455_标记材料摘要成功	外设观察报告队列.ixx:1337	按函数名执行对应处理。	8	8
D455_正面积	D455_正面积	外设线程_D455深度相机.ixx:376	按函数名执行对应处理。	4	4
D455_深度帧材料有效	D455_深度帧材料有效	外设观察报告队列.ixx:1288	按函数名执行对应处理。	5	5
D455_清理短期材料页_已加锁	D455_清理短期材料页_已加锁	外设观察报告队列.ixx:1171	清理缓存、临时状态或运行资源。	6	6
D455_清空跟踪稳定缓存	D455_清空跟踪稳定缓存	外设线程_D455深度相机.ixx:237	执行跟踪相关定位、匹配或结果输出逻辑。	2	2
D455_清空跨帧观察簇缓存	D455_清空跨帧观察簇缓存	外设线程_D455深度相机.ixx:284	按函数名执行对应处理。	2	2
D455_目标约束使用状态_由判定	D455_目标约束使用状态_由判定	外设线程_D455深度相机.ixx:1928	按函数名执行对应处理。	3	3
D455_目标观察约束二维范围有效	D455_目标观察约束二维范围有效	外设线程_D455深度相机.ixx:1851	按函数名执行对应处理。	2	2
D455_目标观察约束空间范围有效	D455_目标观察约束空间范围有效	外设线程_D455深度相机.ixx:1858	按函数名执行对应处理。	2	2
D455_目标跟踪等待项前置满足	D455_目标跟踪等待项前置满足	外设线程_D455深度相机.ixx:2128	等待线程、任务、外设或条件变化。	2	2
D455_相机实现::D455_相机实现	D455_相机实现	D455相机类.cpp:861	初始化对象实例。	34	20	member_or_public_like
D455_相机实现::关闭	关闭	D455相机类.cpp:875	按函数名执行对应处理。	87	5	member_or_public_like
D455_相机实现::应用配置	应用配置	D455相机类.cpp:893	按函数名执行对应处理。	5	4	member_or_public_like
D455_相机实现::打开	打开	D455相机类.cpp:870	按函数名执行对应处理。	160	13	member_or_public_like
D455_相机实现::获取最近轮廓观测	获取最近轮廓观测	D455相机类.cpp:903	读取并返回指定对象、状态或运行材料。	4	3	member_or_public_like,contract_like
D455_相机实现::获取配置	获取配置	D455相机类.cpp:887	读取并返回指定对象、状态或运行材料。	4	3	member_or_public_like,contract_like
D455_相机实现::采集一帧	采集一帧	D455相机类.cpp:882	按函数名执行对应处理。	20	8	member_or_public_like
D455_相机实现::采集一帧并提取轮廓	采集一帧并提取轮廓	D455相机类.cpp:898	按函数名执行对应处理。	4	3	member_or_public_like
D455_确保跟踪稳定缓存项_已加锁	D455_确保跟踪稳定缓存项_已加锁	外设线程_D455深度相机.ixx:244	确保目标结构、状态或前置条件存在并可用。	3	3
D455_空间坐标材料有效	D455_空间坐标材料有效	外设观察报告队列.ixx:1298	按函数名执行对应处理。	3	3
D455_线程主循环	D455_线程主循环	外设线程_D455深度相机.ixx:3039	按函数名执行对应处理。	2	2
D455_范围端点最大差	D455_范围端点最大差	外设线程_D455深度相机.ixx:866	按函数名执行对应处理。	6	6
D455_范围跨度容差	D455_范围跨度容差	外设线程_D455深度相机.ixx:878	按函数名执行对应处理。	6	6
D455_观察候选样本对稳定	D455_观察候选样本对稳定	外设线程_D455深度相机.ixx:2452	按函数名执行对应处理。	3	3
D455_观察像素簇存在明显变化	D455_观察像素簇存在明显变化	外设线程_D455深度相机.ixx:1826	按函数名执行对应处理。	2	2
D455_观察像素簇满足稳定子集发布门	D455_观察像素簇满足稳定子集发布门	外设线程_D455深度相机.ixx:1600	按函数名执行对应处理。	2	2
D455_观察簇命中目标约束	D455_观察簇命中目标约束	外设线程_D455深度相机.ixx:2000	按函数名执行对应处理。	2	2
D455_观察簇投影有效	D455_观察簇投影有效	外设线程_D455深度相机.ixx:914	按函数名执行对应处理。	2	2
D455_计数容差	D455_计数容差	外设线程_D455深度相机.ixx:298	按函数名执行对应处理。	4	4
D455_记录跟踪失败到缓存	D455_记录跟踪失败到缓存	外设线程_D455深度相机.ixx:2242	记录日志、动态、证据或运行痕迹。	4	4
D455_记录跟踪成功到缓存	D455_记录跟踪成功到缓存	外设线程_D455深度相机.ixx:2267	记录日志、动态、证据或运行痕迹。	3	3
D455_设置结束	D455_设置结束	外设线程_D455深度相机.ixx:2553	设置对象字段、状态或运行参数。	5	5
D455_评估稳定性	D455_评估稳定性	外设线程_D455深度相机.ixx:2497	评估状态、风险、质量、权重或完成度。	5	5
D455_读取并分组等待项	D455_读取并分组等待项	外设线程_D455深度相机.ixx:2766	从指定来源读取数据或状态。	2	2
D455_读取最新L1稳定子集报告	D455_读取最新L1稳定子集报告	外设线程_D455深度相机.ixx:1620	从指定来源读取数据或状态。	2	2
D455_读取结果	D455_读取结果	外设线程_D455深度相机.ixx:2567	从指定来源读取数据或状态。	2	2
D455_调试日志输出启用	D455_调试日志输出启用	外设线程_D455深度相机.ixx:168	按函数名执行对应处理。	11	11
D455_跟踪稳定缓存	D455_跟踪稳定缓存	外设线程_D455深度相机.ixx:230	执行跟踪相关定位、匹配或结果输出逻辑。	7	7
D455_跟踪稳定缓存锁	D455_跟踪稳定缓存锁	外设线程_D455深度相机.ixx:223	执行跟踪相关定位、匹配或结果输出逻辑。	4	4
D455_跨帧簇可匹配	D455_跨帧簇可匹配	外设线程_D455深度相机.ixx:965	按函数名执行对应处理。	2	2
D455_跨帧观察簇缓存	D455_跨帧观察簇缓存	外设线程_D455深度相机.ixx:270	按函数名执行对应处理。	6	6
D455_跨帧观察簇缓存锁	D455_跨帧观察簇缓存锁	外设线程_D455深度相机.ixx:263	按函数名执行对应处理。	3	3
D455_迁移分割像素在深度切片	D455_迁移分割像素在深度切片	外设线程_D455深度相机.ixx:408	按函数名执行对应处理。	3	3
D455_迁移分割应拒绝触边组件	D455_迁移分割应拒绝触边组件	外设线程_D455深度相机.ixx:424	按函数名执行对应处理。	2	2
D455_迁移分割组件通过材料门	D455_迁移分割组件通过材料门	外设线程_D455深度相机.ixx:451	按函数名执行对应处理。	2	2
D455_选择目标约束命中簇	D455_选择目标约束命中簇	外设线程_D455深度相机.ixx:2089	从候选集中选择当前使用对象或方法。	3	3
D455_选择迁移分割深度源	D455_选择迁移分割深度源	外设线程_D455深度相机.ixx:385	从候选集中选择当前使用对象或方法。	2	2
D455_限制万分值	D455_限制万分值	外设线程_D455深度相机.ixx:370	按函数名执行对应处理。	5	5
D455_颜色帧材料有效	D455_颜色帧材料有效	外设观察报告队列.ixx:1281	按函数名执行对应处理。	7	7
D455深度相机线程生命周期文本	D455深度相机线程生命周期文本	外设线程_D455深度相机.ixx:138	按函数名执行对应处理。	3	3
D455缺报告方法头可跳过补齐	D455缺报告方法头可跳过补齐	自我动作实现.外设模块.ixx:8697	补齐条件、参数、证据或方法能力缺口。	2	2
D455缺报告规格确认缓存命中	D455缺报告规格确认缓存命中	自我动作实现.外设模块.ixx:8786	确认候选事实、存在、状态或运行结果。	4	4
D455观察材料句柄可回查	D455观察材料句柄可回查	自我动作实现.外设模块.ixx:13481	按函数名执行对应处理。	3	3
FNV1a64_混入64位值	FNV1a64_混入64位值	特征值类.h:224	按函数名执行对应处理。	3	3	header_or_inline
I64	I64	本能动作类.ixx:114	按函数名执行对应处理。	8693	39
I64有序编码	I64有序编码	自我动作实现模块.ixx:5969	按函数名执行对应处理。	4	4
I64由有序编码	I64由有序编码	自我动作实现模块.ixx:5975	按函数名执行对应处理。	5	5
IsWindow	IsWindow	控制面板WebView2.cpp:1929	按函数名执行对应处理。	12	12
IsWindow	IsWindow	控制面板WebView2.cpp:1941	按函数名执行对应处理。	12	12
IsWindow	IsWindow	控制面板WebView2.cpp:1967	按函数名执行对应处理。	12	12
IsWindow	IsWindow	控制面板WebView2.cpp:1980	按函数名执行对应处理。	12	12
IsWindow	IsWindow	控制面板WebView2.cpp:2024	按函数名执行对应处理。	12	12
IsWindow	IsWindow	控制面板WebView2.cpp:2095	按函数名执行对应处理。	12	12
IsWindow	IsWindow	控制面板WebView2.cpp:2105	按函数名执行对应处理。	12	12
IsWindow	IsWindow	控制面板WebView2.cpp:2141	按函数名执行对应处理。	12	12
OR组令牌记录键_动作模块	OR组令牌记录键_动作模块	自我动作实现模块.ixx:12235	记录日志、动态、证据或运行痕迹。	2	2
ROI重叠面积	ROI重叠面积	自我动作实现.外设模块.ixx:10709	按函数名执行对应处理。	3	3
ROI面积	ROI面积	自我动作实现.外设模块.ixx:10702	按函数名执行对应处理。	24	6
Vector3D	Vector3D	基础数据类型.h:824	按函数名执行对应处理。	106	36	header_or_inline
_写字符串	_写字符串	双向链表模板_序列化.inl:28	按函数名执行对应处理。	3	2	header_or_inline
_由索引取指针	_由索引取指针	双向链表模板_序列化.inl:61	按函数名执行对应处理。	9	8	header_or_inline
_索引或空	_索引或空	双向链表模板_序列化.inl:49	按函数名执行对应处理。	9	8	header_or_inline
_读字符串	_读字符串	双向链表模板_序列化.inl:37	按函数名执行对应处理。	3	2	header_or_inline
clamp_u8	clamp_u8	D455相机类.cpp:303	按函数名执行对应处理。	4	4
clear	clear	基础信息主信息类.h:179	按函数名执行对应处理。	101	1	header_or_inline
g_ex	g_ex	日志模块.ixx:412	按函数名执行对应处理。	4	4
g_init_mtx	g_init_mtx	日志模块.ixx:424	按函数名执行对应处理。	7	7
g_inited	g_inited	日志模块.ixx:430	按函数名执行对应处理。	10	10
g_param	g_param	日志模块.ixx:442	按函数名执行对应处理。	8	8
g_run	g_run	日志模块.ixx:406	按函数名执行对应处理。	4	4
g_selfcheck_orphan	g_selfcheck_orphan	日志模块.ixx:418	按函数名执行对应处理。	4	4
g_shutdown	g_shutdown	日志模块.ixx:436	按函数名执行对应处理。	7	7
get_from_latest	get_from_latest	基础信息主信息类.h:192	0 表示最新，1 表示前一项...	2	1	header_or_inline
main	main	鱼巢.cpp:2095	启动项目主流程。	68	14	entry_or_thread
operator T节点*	operator T节点*	基础数据类型.h:147	按函数名执行对应处理。	1	1	ctor_dtor_operator,header_or_inline
operator*	operator*	基础数据类型.h:829	===== 关键：标量乘法（成员函数）=====	4	4	ctor_dtor_operator,header_or_inline
operator*	operator*	基础数据类型.h:912	复合旋转：this ⊗ r	4	4	ctor_dtor_operator,header_or_inline
operator*	operator*	基础数据类型.h:950	===== 额外：非成员函数版本，支持 double * Vector3D（如 0.5 * vec）=====	4	4	ctor_dtor_operator,header_or_inline
operator*=	operator*=	基础数据类型.h:856	===== 推荐添加：复合赋值运算符 =====	1	1	ctor_dtor_operator,header_or_inline
operator+	operator+	基础数据类型.h:844	===== 推荐添加：向量加法/减法 =====	2	2	ctor_dtor_operator,header_or_inline
operator+=	operator+=	基础数据类型.h:870	按函数名执行对应处理。	1	1	ctor_dtor_operator,header_or_inline
operator-	operator-	基础数据类型.h:480	按函数名执行对应处理。	4	4	ctor_dtor_operator,header_or_inline
operator-	operator-	基础数据类型.h:849	按函数名执行对应处理。	4	4	ctor_dtor_operator,header_or_inline
operator-=	operator-=	基础数据类型.h:876	按函数名执行对应处理。	1	1	ctor_dtor_operator,header_or_inline
operator/	operator/	基础数据类型.h:836	===== 推荐同时添加：标量除法 =====	3	3	ctor_dtor_operator,header_or_inline
operator/	operator/	基础数据类型.h:955	按函数名执行对应处理。	3	3	ctor_dtor_operator,header_or_inline
operator/=	operator/=	基础数据类型.h:862	按函数名执行对应处理。	1	1	ctor_dtor_operator,header_or_inline
operator=	operator=	基础数据类型.h:150	按函数名执行对应处理。	25	4	ctor_dtor_operator,header_or_inline
operator==	operator==	基础数据类型.h:233	按函数名执行对应处理。	3	3	ctor_dtor_operator,header_or_inline
operator==	operator==	基础数据类型.h:238	按函数名执行对应处理。	3	3	ctor_dtor_operator,header_or_inline
operator==	operator==	基础数据类型.h:475	按函数名执行对应处理。	3	3	ctor_dtor_operator,header_or_inline
push	push	基础信息主信息类.h:182	按函数名执行对应处理。	609	2	header_or_inline
utf8_path	utf8_path	日志模块.ixx:181	按函数名执行对应处理。	2	2
utf8_to_wide_lossy	utf8_to_wide_lossy	日志模块.ixx:166	按函数名执行对应处理。	7	7
yuv_to_rgb	yuv_to_rgb	D455相机类.cpp:324	按函数名执行对应处理。	5	5
~动作线程类	~动作线程类	动作线程类.ixx:117	释放或收束对象资源。	1	1	ctor_dtor_operator
~实现	~实现	D455相机类.cpp:44	释放或收束对象资源。	1	1	ctor_dtor_operator
~私有_自我线程守卫	~私有_自我线程守卫	鱼巢.cpp:1020	释放或收束对象资源。	1	1	ctor_dtor_operator
~结构_COM初始化	~结构_COM初始化	数据库ADO模块.cpp:140	释放或收束对象资源。	1	1	ctor_dtor_operator
~结构_抢占任务管理成功结果守卫	~结构_抢占任务管理成功结果守卫	自我线程模块.impl.cpp:15267	释放或收束对象资源。	1	1	ctor_dtor_operator
~结构_抢占任务管理派生需求守卫	~结构_抢占任务管理派生需求守卫	自我线程模块.impl.cpp:15365	释放或收束对象资源。	1	1	ctor_dtor_operator
~结构_抢占执行前许可审批守卫	~结构_抢占执行前许可审批守卫	自我线程模块.impl.cpp:15174	释放或收束对象资源。	1	1	ctor_dtor_operator
~结构_抢占观察事实承接落账守卫	~结构_抢占观察事实承接落账守卫	自我线程模块.impl.cpp:15463	释放或收束对象资源。	1	1	ctor_dtor_operator
~结构_控制台自动刷新守卫	~结构_控制台自动刷新守卫	鱼巢.cpp:1492	释放或收束对象资源。	1	1	ctor_dtor_operator
~结构_窗口线程运行守卫	~结构_窗口线程运行守卫	控制面板WebView2.cpp:87	释放或收束对象资源。	1	1	ctor_dtor_operator
~链表模板	~链表模板	双向链表模板核心.h:160	释放或收束对象资源。	1	1	ctor_dtor_operator,header_or_inline
三向关系被接受	三向关系被接受	基础数据类型.h:71	按函数名执行对应处理。	23	1	header_or_inline
上报任务管理上行消息	上报任务管理上行消息	自我线程模块.impl.cpp:16718	按函数名执行对应处理。	12	10
上报线程状态变化	上报线程状态变化	自我线程模块.impl.cpp:16666	按函数名执行对应处理。	3	1
世界树_	世界树_	二次特征应用模块.ixx:2210	按函数名执行对应处理。	105	105
世界树类::世界树类	世界树类	世界树类.cpp:1104	初始化对象实例。	304	238	member_or_public_like
世界树类::世界根	世界根	世界树类.cpp:1210	按函数名执行对应处理。	54	10	member_or_public_like
世界树类::二次特征	二次特征	世界树类.cpp:1180	按函数名执行对应处理。	2266	185	member_or_public_like
世界树类::二次特征	二次特征	世界树类.cpp:1183	按函数名执行对应处理。	2266	185	member_or_public_like
世界树类::二次特征生成	二次特征生成	世界树类.cpp:1186	根据当前输入生成目标数据、场景、动态或回执。	71	24	member_or_public_like
世界树类::二次特征生成	二次特征生成	世界树类.cpp:1189	根据当前输入生成目标数据、场景、动态或回执。	71	24	member_or_public_like
世界树类::值池	值池	世界树类.cpp:1150	按函数名执行对应处理。	40	13	member_or_public_like
世界树类::值池	值池	世界树类.cpp:1153	按函数名执行对应处理。	40	13	member_or_public_like
世界树类::写入二次特征差值结果	写入二次特征差值结果	世界树类.cpp:2290	写入二次特征差值比较结果。	9	1	member_or_public_like
世界树类::写入二次特征标量值	写入二次特征标量值	世界树类.cpp:2296	写入二次特征标量值和满足状态。	14	4	member_or_public_like
世界树类::写入二次特征标量值_已取主信息	写入二次特征标量值_已取主信息	世界树类.cpp:2322	在已读取主信息时写入二次特征标量值和满足状态。	3	1	member_or_public_like
世界树类::写入二次特征离散值_已取主信息	写入二次特征离散值_已取主信息	世界树类.cpp:2342	在已读取主信息时写入二次特征离散值。	6	1	member_or_public_like
世界树类::写入存在场景绝对坐标	写入存在场景绝对坐标	世界树类.cpp:3280	把处理结果写入指定对象、场景或日志。	20	7	member_or_public_like
世界树类::写入存在场景绝对坐标_由参考存在相对坐标	写入存在场景绝对坐标_由参考存在相对坐标	世界树类.cpp:3309	把处理结果写入指定对象、场景或日志。	5	2	member_or_public_like
世界树类::写入存在场景绝对坐标_由相对坐标表	写入存在场景绝对坐标_由相对坐标表	世界树类.cpp:3339	把处理结果写入指定对象、场景或日志。	6	2	member_or_public_like
世界树类::写入存在观测位置	写入存在观测位置	世界树类.cpp:3355	把处理结果写入指定对象、场景或日志。	2	1	member_or_public_like
世界树类::写入治理二次特征	写入治理二次特征	世界树类.cpp:2412	把自我治理候选事实写入场景二次特征。	3	1	member_or_public_like
世界树类::写入特征_I64	写入特征_I64	世界树类.cpp:2977	把处理结果写入指定对象、场景或日志。	157	4	member_or_public_like
世界树类::写入特征_I64	写入特征_I64	世界树类.cpp:2989	把处理结果写入指定对象、场景或日志。	157	4	member_or_public_like
世界树类::写入特征_VecI64	写入特征_VecI64	世界树类.cpp:3038	把处理结果写入指定对象、场景或日志。	7	3	member_or_public_like
世界树类::写入特征_VecI64	写入特征_VecI64	世界树类.cpp:3048	把处理结果写入指定对象、场景或日志。	7	3	member_or_public_like
世界树类::写入特征_VecU	写入特征_VecU	世界树类.cpp:3015	把处理结果写入指定对象、场景或日志。	9	4	member_or_public_like
世界树类::写入特征_VecU	写入特征_VecU	世界树类.cpp:3026	把处理结果写入指定对象、场景或日志。	9	4	member_or_public_like
世界树类::写入特征_指针	写入特征_指针	世界树类.cpp:2996	把处理结果写入指定对象、场景或日志。	118	4	member_or_public_like
世界树类::写入特征_指针	写入特征_指针	世界树类.cpp:3004	把处理结果写入指定对象、场景或日志。	118	4	member_or_public_like
世界树类::写入特征值	写入特征值	世界树类.cpp:2983	把通用特征值写入指定特征节点。	26	5	member_or_public_like
世界树类::写入状态值	写入状态值	世界树类.cpp:2559	写入状态节点的状态值和可选时间戳。	6	2	member_or_public_like
世界树类::写入观察关系二次特征	写入观察关系二次特征	世界树类.cpp:2302	写入观察关系二次特征。	8	3	member_or_public_like
世界树类::写入轮廓比较二次特征	写入轮廓比较二次特征	世界树类.cpp:2478	把轮廓比较结果写入二次特征材料。	6	2	member_or_public_like
世界树类::创建二次特征	创建二次特征	世界树类.cpp:2189	创建并返回或登记对应对象。	19	5	member_or_public_like,contract_like
世界树类::创建二次特征_按度量	创建二次特征_按度量	世界树类.cpp:2195	按度量签名创建二次特征节点。	6	2	member_or_public_like,contract_like
世界树类::创建内部状态	创建内部状态	世界树类.cpp:2516	创建内部状态节点并登记到场景。	36	3	member_or_public_like,contract_like
世界树类::创建动态	创建动态	世界树类.cpp:2583	创建并返回或登记对应对象。	44	6	member_or_public_like,contract_like
世界树类::创建动态	创建动态	世界树类.cpp:2589	创建并返回或登记对应对象。	44	6	member_or_public_like,contract_like
世界树类::创建动态	创建动态	世界树类.cpp:2598	创建并返回或登记对应对象。	44	6	member_or_public_like,contract_like
世界树类::创建叶子抽象特征	创建叶子抽象特征	世界树类.cpp:1682	创建并返回或登记对应对象。	5	2	member_or_public_like,contract_like
世界树类::创建场景	创建场景	世界树类.cpp:2124	创建并返回或登记对应对象。	32	5	member_or_public_like,contract_like
世界树类::创建场景_按名称	创建场景_按名称	世界树类.cpp:2130	按名称创建场景节点，由世界树入口承接基础信息子节点创建。	15	2	member_or_public_like,contract_like
世界树类::创建复合抽象特征	创建复合抽象特征	世界树类.cpp:1696	创建并返回或登记对应对象。	5	2	member_or_public_like,contract_like
世界树类::创建存在	创建存在	世界树类.cpp:1905	创建并返回或登记对应对象。	38	11	member_or_public_like,contract_like
世界树类::创建存在实例	创建存在实例	世界树类.cpp:2037	创建并返回或登记对应对象。	5	2	member_or_public_like,contract_like
世界树类::创建抽象特征	创建抽象特征	世界树类.cpp:1676	创建并返回或登记对应对象。	34	12	member_or_public_like,contract_like
世界树类::创建方法动作动态	创建方法动作动态	世界树类.cpp:2609	创建方法动作动态并登记到场景。	16	3	member_or_public_like,contract_like
世界树类::创建特征	创建特征	世界树类.cpp:1773	创建并返回或登记对应对象。	18	5	member_or_public_like,contract_like
世界树类::创建特征_按类型	创建特征_按类型	世界树类.cpp:1779	按类型创建特征节点，由世界树入口承接基础信息子节点创建。	8	2	member_or_public_like,contract_like
世界树类::创建状态	创建状态	世界树类.cpp:2498	创建并返回或登记对应对象。	48	4	member_or_public_like,contract_like
世界树类::创建状态	创建状态	世界树类.cpp:2504	创建并返回或登记对应对象。	48	4	member_or_public_like,contract_like
世界树类::初始化	初始化	世界树类.cpp:1122	初始化相关对象、状态或运行上下文。	827	26	member_or_public_like
世界树类::初始化存在概念系统	初始化存在概念系统	世界树类.cpp:1630	初始化相关对象、状态或运行上下文。	6	2	member_or_public_like
世界树类::初始化常用抽象特征	初始化常用抽象特征	世界树类.cpp:1728	初始化常用抽象特征节点。	11	4	member_or_public_like
世界树类::初始化核心存在概念树	初始化核心存在概念树	世界树类.cpp:1462	初始化相关对象、状态或运行上下文。	5	4	member_or_public_like
世界树类::初始化核心概念默认特征槽	初始化核心概念默认特征槽	世界树类.cpp:1481	初始化相关对象、状态或运行上下文。	3	2	member_or_public_like
世界树类::初始化默认世界	初始化默认世界	世界树类.cpp:1132	初始化相关对象、状态或运行上下文。	7	2	member_or_public_like
