"live"	"函数名"	"未限定名"	"定义位置"	"call_like_count"	"原始签名"	"功能"	"签名风险标记"	"project_item"	"命中位置"
"present"	"~结构_窗口线程运行守卫"	"~结构_窗口线程运行守卫"	"控制面板WebView2.cpp:87"	"0"	"~结构_窗口线程运行守卫()"	"释放或收束对象资源。"	"ctor_dtor"	"ClCompile"	""
"present"	"私有_后台worker循环"	"私有_后台worker循环"	"任务模块.管理界面线程.impl.cpp:5950"	"0"	"void 私有_后台worker循环(std::size_t worker序号) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	""
"present"	"私有_消费任务调度队列_按请求"	"私有_消费任务调度队列_按请求"	"任务模块.管理界面线程.impl.cpp:6418"	"0"	"void 私有_消费任务调度队列_按请求( 自我类& 自我对象, 任务管理线程协议::结构_任务治理请求& 请求, 任务管理线程协议::结构_任务界面承接结果& 承接, 存在节点类* 任务存在, 时间戳 now, std::size_t 本轮最大消费数, std::uint64_t& 派发工作项数, std::uint64_t& 收到工作结果数) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	""
"present"	"私有_消费任务调度队列"	"私有_消费任务调度队列"	"任务模块.管理界面线程.impl.cpp:6584"	"0"	"void 私有_消费任务调度队列( 自我类& 自我对象, 时间戳 now, std::size_t 本轮最大消费数, std::uint64_t& 派发工作项数, std::uint64_t& 收到工作结果数) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	""
"present"	"~结构_COM初始化"	"~结构_COM初始化"	"数据库ADO模块.cpp:140"	"0"	"~结构_COM初始化()"	"释放或收束对象资源。"	"ctor_dtor"	"ClCompile"	""
"present"	"~链表模板"	"~链表模板"	"双向链表模板核心.h:160"	"0"	"~链表模板()"	"释放或收束对象资源。"	"ctor_dtor"	"ClInclude"	""
"present"	"查找主键_当前链"	"查找主键_当前链"	"双向链表模板核心.h:398"	"0"	"节点类* 查找主键_当前链(节点类* 当前节点, const std::string& 主键) const"	"按条件查找目标对象、方法或事实。"	""	"ClInclude"	""
"present"	"查找节点_当前链"	"查找节点_当前链"	"双向链表模板核心.h:461"	"0"	"节点类* 查找节点_当前链(节点类* 当前节点, 主信息类型 查找内容, 枚举_比较字段 比较字段) const"	"按条件查找目标对象、方法或事实。"	""	"ClInclude"	""
"present"	"删除子链"	"删除子链"	"双向链表模板核心.h:562"	"0"	"void 删除子链(节点类* 父节点)"	"删除指定对象、状态或登记项。"	""	"ClInclude"	""
"present"	"绝对相同"	"绝对相同"	"特征值主信息类.h:25"	"0"	"bool 绝对相同(const 特征值主信息类& rhs) const noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	""
"present"	"外设提交_标定版本"	"外设提交_标定版本"	"外设观察报告队列.ixx:942"	"0"	"std::string 外设提交_标定版本(const 结构_外设观察报告队列项& 报告项)"	"提交事实、动态、任务状态或运行回执。"	""	"ClCompile"	""
"present"	"D455_尝试解析跟踪种子簇ID"	"D455_尝试解析跟踪种子簇ID"	"外设线程_D455深度相机.ixx:2291"	"0"	"bool D455_尝试解析跟踪种子簇ID( const std::string& 文本, std::int64_t* 输出簇ID) noexcept"	"解析输入文本、消息、场景或运行包。"	""	"ClCompile"	""
"present"	"查找直接子需求_按目标重叠"	"查找直接子需求_按目标重叠"	"需求类.h:608"	"0"	"节点类* 查找直接子需求_按目标重叠( 节点类* 父需求, const 需求主信息类& 候选主信息) noexcept"	"按条件查找目标对象、方法或事实。"	""	"ClInclude"	""
"present"	"收集直接子需求目标视图"	"收集直接子需求目标视图"	"需求类.h:618"	"0"	"std::vector<结构_需求目标视图项> 收集直接子需求目标视图(节点类* 父需求) noexcept"	"按函数名执行对应处理。"	""	"ClInclude"	""
"present"	"私有_二次特征方向模板_按主信息"	"私有_二次特征方向模板_按主信息"	"语言类_二次特征表达.cpp:117"	"0"	"const 结构_二次特征方向模板* 私有_二次特征方向模板_按主信息(const 二次特征主信息类* 主信息) noexcept"	"服务所在模块的内部辅助流程。"	""	"未在vcxproj登记"	""
"present"	"私有_二次特征空间关系结果"	"私有_二次特征空间关系结果"	"语言类_二次特征表达.cpp:217"	"0"	"std::string 私有_二次特征空间关系结果(const std::string& 结果, const std::string& 比较对象)"	"服务所在模块的内部辅助流程。"	""	"未在vcxproj登记"	""
"present"	"是否触发需求队列刷新"	"是否触发需求队列刷新"	"自我线程模块.消息处理器.ixx:336"	"0"	"inline bool 是否触发需求队列刷新(const 自我线程消息协议::结构_治理消息& 消息) noexcept"	"按函数名执行对应处理。"	""	"ClCompile"	""
"present"	"处理推进事件批次"	"处理推进事件批次"	"自我线程模块.消息处理器.ixx:448"	"0"	"inline 结构_消息批次处理摘要 处理推进事件批次( const std::vector<结构_任务推进事件>& 推进事件列表) noexcept"	"按函数名执行对应处理。"	""	"ClCompile"	""
"present"	"应用需求树变更批次"	"应用需求树变更批次"	"自我线程模块.消息处理器.ixx:460"	"0"	"inline bool 应用需求树变更批次( 自我类& 自我对象, const std::deque<自我线程消息协议::结构_治理消息>& 本轮冻结消息, 结构_需求分支刷新范围* 输出刷新范围) noexcept"	"按函数名执行对应处理。"	""	"ClCompile"	""
"present"	"生成冻结批次摘要"	"生成冻结批次摘要"	"自我线程模块.消息批次执行器.ixx:191"	"0"	"inline std::string 生成冻结批次摘要( const std::deque<自我线程消息协议::结构_治理消息>& 批次)"	"根据当前输入生成目标数据、场景、动态或回执。"	""	"ClCompile"	""
"present"	"存在抢占消息"	"存在抢占消息"	"自我线程模块.消息批次执行器.ixx:228"	"0"	"inline bool 存在抢占消息(const 结构_治理消息批次& 批次) noexcept"	"按函数名执行对应处理。"	""	"ClCompile"	""
"present"	"冻结消息批次"	"冻结消息批次"	"自我线程模块.消息批次执行器.ixx:43"	"0"	"inline bool 冻结消息批次( std::deque<自我线程消息协议::结构_治理消息>* 活邮箱, std::deque<自我线程消息协议::结构_治理消息>* 冻结批次) noexcept"	"按函数名执行对应处理。"	""	"ClCompile"	""
"present"	"私有_推断线程池标签_按消息"	"私有_推断线程池标签_按消息"	"自我线程模块.impl.cpp:12322"	"0"	"std::string 私有_推断线程池标签_按消息( const 自我线程消息协议::结构_线程状态变化消息段& 消息段)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	""
"present"	"~实现"	"~实现"	"D455相机类.cpp:44"	"0"	"~实现()"	"释放或收束对象资源。"	"ctor_dtor"	"ClCompile"	""
"present"	"值匹配分"	"值匹配分"	"本能动作类.ixx:237"	"1"	"static inline I64 值匹配分( const 结构体_场景模式匹配参数& 参数, const 语素入口节点类* 类型, const 基础信息节点类* 输入节点, const 基础信息节点类* 模式节点)"	"按函数名执行对应处理。"	""	"ClCompile"	"本能动作类.ixx:300:            分数 += 值匹配分(参数, 类型, 输入子节点, 模式子节点);"
"present"	"递归匹配子节点"	"递归匹配子节点"	"本能动作类.ixx:364"	"1"	"static inline bool 递归匹配子节点( 基础信息节点类* 输入节点, const 基础信息节点类* 模式父节点, bool OR模式, const 结构体_场景模式匹配参数& 参数, 结构体_场景模式匹配结果& 输入输出, std::vector<基础信息节点类*>& 已绑定输入节点栈, I64& 输出分数, bool& 输出有歧义)"	"按函数名执行对应处理。"	""	"ClCompile"	"本能动作类.ixx:352:        return 递归匹配子节点("
"present"	"是OR组"	"是OR组"	"本能动作类.ixx:80"	"1"	"inline bool 是OR组(const 基础信息节点类* 模式节点) noexcept"	"按函数名执行对应处理。"	""	"ClCompile"	"本能动作类.ixx:355:            本能动作模块_detail::是OR组(模式节点),"
"present"	"私有_方法特征_方法类型"	"私有_方法特征_方法类型"	"本能方法类.cpp:196"	"1"	"const 语素入口节点类* 私有_方法特征_方法类型() noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"本能方法类.cpp:226:            ? 世界树.取或创建子特征_按类型(宿主基础节点, 私有_方法特征_方法类型())"
"present"	"私有_方法特征_本能方法分类"	"私有_方法特征_本能方法分类"	"本能方法类.cpp:203"	"1"	"const 语素入口节点类* 私有_方法特征_本能方法分类() noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"本能方法类.cpp:250:            ? 世界树.取或创建子特征_按类型(宿主基础节点, 私有_方法特征_本能方法分类())"
"present"	"私有_推导本能方法类型"	"私有_推导本能方法类型"	"本能方法类.cpp:210"	"1"	"枚举_方法类型 私有_推导本能方法类型(const 结构_默认本能方法种子& 种子) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"本能方法类.cpp:365:        (void)私有_写入方法类型特征(方法虚拟存在, 私有_推导本能方法类型(种子));"
"present"	"私有_写入本能方法分类特征"	"私有_写入本能方法分类特征"	"本能方法类.cpp:242"	"1"	"bool 私有_写入本能方法分类特征(存在节点类* 方法虚拟存在, 枚举_本能方法分类 分类) noexcept"	"把处理结果写入指定对象、场景或日志。"	""	"ClCompile"	"本能方法类.cpp:366:        (void)私有_写入本能方法分类特征(方法虚拟存在, 种子.分类);"
"present"	"私有_条件场景名称词"	"私有_条件场景名称词"	"本能方法类.cpp:266"	"1"	"const 语素入口节点类* 私有_条件场景名称词(const 结构_默认本能方法种子& 种子) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"本能方法类.cpp:354:                私有_条件场景名称词(种子),"
"present"	"私有_结果场景名称词"	"私有_结果场景名称词"	"本能方法类.cpp:273"	"1"	"const 语素入口节点类* 私有_结果场景名称词(const 结构_默认本能方法种子& 种子) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"本能方法类.cpp:360:                私有_结果场景名称词(种子),"
"present"	"私有_补齐本能方法结构"	"私有_补齐本能方法结构"	"本能方法类.cpp:330"	"1"	"void 私有_补齐本能方法结构( 自我类& 自我对象, 方法节点* 方法首节点, const 结构_默认本能方法种子& 种子) noexcept"	"补齐条件、参数、证据或方法能力缺口。"	""	"ClCompile"	"本能方法类.cpp:465:        私有_补齐本能方法结构(自我对象, 已有节点, *种子);"
"present"	"私有_查找或创建本能方法首节点"	"私有_查找或创建本能方法首节点"	"本能方法类.cpp:439"	"1"	"方法类::节点类* 私有_查找或创建本能方法首节点( 自我类& 自我对象, 枚举_本能方法ID 本能ID) noexcept"	"创建并返回或登记对应对象。"	""	"ClCompile"	"本能方法类.cpp:476:        if (私有_查找或创建本能方法首节点("
"present"	"场景类::删除场景"	"删除场景"	"场景类.cpp:165"	"1"	"bool 场景类::删除场景(场景节点类* 节点)"	"删除指定对象、状态或登记项。"	""	"ClCompile"	"场景类.h:49:    bool 删除场景(场景节点类* 节点);"
"present"	"场景类::枚举全部场景"	"枚举全部场景"	"场景类.cpp:171"	"1"	"std::vector<场景节点类*> 场景类::枚举全部场景() const"	"按函数名执行对应处理。"	""	"ClCompile"	"场景类.h:51:    std::vector<场景节点类*> 枚举全部场景() const;"
"present"	"场景类::绑定来源文章"	"绑定来源文章"	"场景类.cpp:362"	"1"	"bool 场景类::绑定来源文章(场景节点类* 节点, 文章节点类* 来源文章)"	"建立对象、任务、方法或因果之间的绑定关系。"	""	"ClCompile"	"场景类.h:65:    bool 绑定来源文章(场景节点类* 节点, 文章节点类* 来源文章);"
"present"	"场景类::追加关系"	"追加关系"	"场景类.cpp:464"	"1"	"bool 场景类::追加关系(场景节点类* 节点, 二次特征节点类* 二次特征节点)"	"按函数名执行对应处理。"	""	"ClCompile"	"场景类.h:76:    bool 追加关系(场景节点类* 节点, 二次特征节点类* 二次特征节点);"
"present"	"私有_追加二次特征引用"	"私有_追加二次特征引用"	"场景类.cpp:56"	"1"	"void 私有_追加二次特征引用(场景节点主信息类* 主信息, 二次特征节点类* 二次特征节点)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"场景类.cpp:475:    私有_追加二次特征引用(主信息, 二次特征节点);"
"present"	"私有_直接存在子节点"	"私有_直接存在子节点"	"存在类.cpp:178"	"1"	"std::vector<基础信息节点类*> 私有_直接存在子节点( const 基础信息类& 基础信息, const 基础信息节点类* 父节点)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"存在类.cpp:610:    for (auto* 节点 : 私有_直接存在子节点(*基础信息_, 父节点)) {"
"present"	"存在类::读取概念集快照"	"读取概念集快照"	"存在类.cpp:328"	"1"	"std::vector<可解析引用<存在节点类>> 存在类::读取概念集快照(const 存在节点类* 节点) const"	"读取存在概念集引用快照，不解析或扩充概念。"	""	"ClCompile"	"存在类.h:40:    std::vector<可解析引用<存在节点类>> 读取概念集快照(const 存在节点类* 节点) const;"
"present"	"存在类::读取概念模板引用"	"读取概念模板引用"	"存在类.cpp:335"	"1"	"可解析引用<存在节点类> 存在类::读取概念模板引用(const 存在节点类* 节点) const noexcept"	"读取存在概念模板引用，不解析或扩充概念。"	""	"ClCompile"	"存在类.h:41:    可解析引用<存在节点类> 读取概念模板引用(const 存在节点类* 节点) const noexcept;"
"present"	"存在类::删除存在"	"删除存在"	"存在类.cpp:584"	"1"	"bool 存在类::删除存在(存在节点类* 节点)"	"删除指定对象、状态或登记项。"	""	"ClCompile"	"存在类.h:83:    bool 删除存在(存在节点类* 节点);"
"present"	"存在类::写入名称"	"写入名称"	"存在类.cpp:701"	"1"	"bool 存在类::写入名称(存在节点类* 节点, const 语素入口节点类* 名称)"	"把处理结果写入指定对象、场景或日志。"	""	"ClCompile"	"存在类.h:96:    bool 写入名称(存在节点类* 节点, const 语素入口节点类* 名称);"
"present"	"存在类::写入类型"	"写入类型"	"存在类.cpp:710"	"1"	"bool 存在类::写入类型(存在节点类* 节点, const 语素入口节点类* 类型)"	"把处理结果写入指定对象、场景或日志。"	""	"ClCompile"	"存在类.h:97:    bool 写入类型(存在节点类* 节点, const 语素入口节点类* 类型);"
"present"	"存在类::绑定概念模板"	"绑定概念模板"	"存在类.cpp:719"	"1"	"bool 存在类::绑定概念模板(存在节点类* 节点, 存在节点类* 概念模板)"	"建立对象、任务、方法或因果之间的绑定关系。"	""	"ClCompile"	"存在类.h:98:    bool 绑定概念模板(存在节点类* 节点, 存在节点类* 概念模板);"
"present"	"存在类::标记观测未命中"	"标记观测未命中"	"存在类.cpp:891"	"1"	"bool 存在类::标记观测未命中(存在节点类* 节点)"	"按函数名执行对应处理。"	""	"ClCompile"	"存在类.h:122:    bool 标记观测未命中(存在节点类* 节点);"
"present"	"动态类::删除动态"	"删除动态"	"动态类.cpp:1057"	"1"	"bool 动态类::删除动态(动态节点类* 节点)"	"删除指定对象、状态或登记项。"	""	"ClCompile"	"动态类.h:123:    bool 删除动态(动态节点类* 节点);"
"present"	"私有_补齐动态名称类型"	"私有_补齐动态名称类型"	"动态类.cpp:115"	"1"	"void 私有_补齐动态名称类型(动态节点主信息类* 主信息) noexcept"	"补齐动态名称语义和动态类别入口。"	""	"ClCompile"	"动态类.cpp:718:    私有_补齐动态名称类型(主信息);"
"present"	"动态类::设置聚合信息"	"设置聚合信息"	"动态类.cpp:1253"	"1"	"bool 动态类::设置聚合信息(动态节点类* 节点, std::uint32_t 动态层级, 枚举_动态聚合方式 聚合方式)"	"设置对象字段、状态或运行参数。"	""	"ClCompile"	"动态类.h:135:    bool 设置聚合信息(动态节点类* 节点, std::uint32_t 动态层级, 枚举_动态聚合方式 聚合方式);"
"present"	"私有_取动态时间"	"私有_取动态时间"	"动态类.cpp:185"	"1"	"时间戳 私有_取动态时间(const 动态节点主信息类& 主信息) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"动态类.cpp:488:    return 主信息 ? 私有_取动态时间(*主信息) : 0;"
"present"	"私有_方法有可执行动作入口"	"私有_方法有可执行动作入口"	"动态类.cpp:232"	"1"	"bool 私有_方法有可执行动作入口(const 方法节点类* 来源动作) noexcept"	"执行任务、方法或动作的主体逻辑。"	""	"ClCompile"	"动态类.cpp:1053:    return 私有_方法有可执行动作入口(来源动作);"
"present"	"私有_自动补齐动态主体基础特征"	"私有_自动补齐动态主体基础特征"	"动态类.cpp:348"	"1"	"void 私有_自动补齐动态主体基础特征(基础信息类* 基础信息, 动态节点主信息类* 主信息) noexcept"	"补齐条件、参数、证据或方法能力缺口。"	""	"ClCompile"	"动态类.cpp:713:    私有_自动补齐动态主体基础特征(基础信息_, 主信息);"
"present"	"私有_相邻前状态查找采样序号"	"私有_相邻前状态查找采样序号"	"动态类.cpp:46"	"1"	"std::uint64_t 私有_相邻前状态查找采样序号(std::uint64_t 总耗时微秒) noexcept"	"按条件查找目标对象、方法或事实。"	""	"ClCompile"	"动态类.cpp:1125:        const auto 采样序号 = 私有_相邻前状态查找采样序号(总耗时微秒);"
"present"	"私有_创建动态采样序号"	"私有_创建动态采样序号"	"动态类.cpp:60"	"1"	"std::uint64_t 私有_创建动态采样序号(std::uint64_t 总耗时微秒) noexcept"	"创建并返回或登记对应对象。"	""	"ClCompile"	"动态类.cpp:617:        const auto 采样序号 = 私有_创建动态采样序号(总耗时微秒);"
"present"	"私有_来源方法动作名"	"私有_来源方法动作名"	"动态类.cpp:74"	"1"	"const 语素入口节点类* 私有_来源方法动作名(const 动态节点主信息类& 主信息) noexcept"	"从来源方法读取动作名入口。"	""	"ClCompile"	"动态类.cpp:86:        if (const auto* 方法动作名 = 私有_来源方法动作名(主信息)) {"
"present"	"动态类::创建动作动态"	"创建动作动态"	"动态类.cpp:829"	"1"	"动态节点类* 动态类::创建动作动态( 场景节点类* 场景, 基础信息节点类* 动态主体, 特征节点类* 动态特征, 时间戳 开始时间, 时间戳 结束时间)"	"创建并返回或登记对应对象。"	""	"ClCompile"	"动态类.h:81:    动态节点类* 创建动作动态("
"present"	"动态类::创建存在动态"	"创建存在动态"	"动态类.cpp:906"	"1"	"动态节点类* 动态类::创建存在动态( 场景节点类* 观察场景, 存在节点类* 被观察存在, 状态节点类* 初始状态, 状态节点类* 结果状态, 动态节点类* 来源低层动态, 时间戳 now)"	"创建并返回或登记对应对象。"	""	"ClCompile"	"动态类.h:103:    动态节点类* 创建存在动态("
"present"	"动态类::创建场景动态"	"创建场景动态"	"动态类.cpp:954"	"1"	"动态节点类* 动态类::创建场景动态( 场景节点类* 父场景, 场景节点类* 子场景, 状态节点类* 初始状态, 状态节点类* 结果状态, 动态节点类* 来源低层动态, 时间戳 now)"	"创建并返回或登记对应对象。"	""	"ClCompile"	"动态类.h:111:    动态节点类* 创建场景动态("
"present"	"取队列深度"	"取队列深度"	"动作线程类.ixx:124"	"1"	"std::size_t 取队列深度()"	"按函数名执行对应处理。"	""	"ClCompile"	"动作线程类.ixx:133:        return 取队列深度();"
"present"	"队列深度"	"队列深度"	"动作线程类.ixx:131"	"1"	"std::size_t 队列深度()"	"按函数名执行对应处理。"	""	"ClCompile"	"动作线程类.ixx:124:    std::size_t 取队列深度()"
"present"	"注册本能"	"注册本能"	"动作线程类.ixx:150"	"1"	"void 注册本能(枚举_本能方法ID 动作ID, 最小动作函数 动作函数)"	"注册方法、模板、对象或运行入口。"	""	"ClCompile"	"动作线程类.ixx:183:        注册本能(动作ID, [动作ID, 动作上下文 = std::move(动作上下文)](动作执行上下文& 上下文) mutable {"
"present"	"从本能动作管理器注册"	"从本能动作管理器注册"	"动作线程类.ixx:175"	"1"	"bool 从本能动作管理器注册(枚举_本能方法ID 动作ID)"	"注册方法、模板、对象或运行入口。"	""	"ClCompile"	"动作线程类.ixx:214:            if (从本能动作管理器注册(动作ID)) {"
"present"	"请求退出"	"请求退出"	"动作线程类.ixx:239"	"1"	"void 请求退出() noexcept"	"按函数名执行对应处理。"	""	"ClCompile"	"动作线程类.ixx:263:        请求退出();"
"present"	"取动作函数_"	"取动作函数_"	"动作线程类.ixx:356"	"1"	"[[nodiscard]] 函数句柄 取动作函数_(枚举_本能方法ID 动作ID) const"	"按函数名执行对应处理。"	""	"ClCompile"	"动作线程类.ixx:410:                auto 动作函数 = 取动作函数_(动作ID);"
"present"	"摘要转日志文本"	"摘要转日志文本"	"动作验证报告类.h:217"	"1"	"inline std::string 摘要转日志文本(const 结构_动作验证报告摘要& 摘要)"	"按函数名执行对应处理。"	""	"ClInclude"	"任务模块.工作线程消息协议.ixx:719:        输出 << "" | "" << 动作验证报告::摘要转日志文本(消息.动作验证报告摘要);"
"present"	"获取或抛"	"获取或抛"	"度量模板注册表类.ixx:107"	"1"	"[[nodiscard]] const 模板基类& 获取或抛(枚举_模板族 模板族) const"	"读取并返回指定对象、状态或运行材料。"	""	"ClCompile"	"度量模板注册表类.ixx:127:    [[nodiscard]] const 模板基类& 获取或抛(枚举_模板族 模板族) const"
"present"	"私有_二次特征绑定场景采样序号"	"私有_二次特征绑定场景采样序号"	"二次特征类.cpp:133"	"1"	"std::uint64_t 私有_二次特征绑定场景采样序号(std::uint64_t 总耗时微秒) noexcept"	"建立对象、任务、方法或因果之间的绑定关系。"	""	"ClCompile"	"二次特征类.cpp:1010:        const auto 采样序号 = 私有_二次特征绑定场景采样序号(总耗时微秒);"
"present"	"二次特征类::写入离散值"	"写入离散值"	"二次特征类.cpp:1425"	"1"	"bool 二次特征类::写入离散值( 二次特征节点类* 节点, std::int32_t 离散编码, const std::string& 离散语义键, 枚举_二次特征值形态 值形态, I64 置信度)"	"把处理结果写入指定对象、场景或日志。"	""	"ClCompile"	"二次特征类.h:171:    bool 写入离散值("
"present"	"私有_二次特征概念模板刷新采样序号"	"私有_二次特征概念模板刷新采样序号"	"二次特征类.cpp:178"	"1"	"std::uint64_t 私有_二次特征概念模板刷新采样序号(std::uint64_t 总耗时微秒) noexcept"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"二次特征类.cpp:1600:        const auto 采样序号 = 私有_二次特征概念模板刷新采样序号(总耗时微秒);"
"present"	"私有_二次特征签名查找创建采样序号"	"私有_二次特征签名查找创建采样序号"	"二次特征类.cpp:192"	"1"	"std::uint64_t 私有_二次特征签名查找创建采样序号(std::uint64_t 总耗时微秒) noexcept"	"创建并返回或登记对应对象。"	""	"ClCompile"	"二次特征类.cpp:644:        const auto 采样序号 = 私有_二次特征签名查找创建采样序号(总耗时微秒);"
"present"	"私有_推断默认刻度"	"私有_推断默认刻度"	"二次特征类.cpp:206"	"1"	"std::vector<结构_度量刻度片_桥接> 私有_推断默认刻度(const std::string& 链键)"	"服务所在模块的内部辅助流程。"	""	"ClCompile"	"二次特征类.cpp:1791:        刻度列表 = 私有_推断默认刻度(链根主信息->度量签名_链键);"
"present"	"二次特征类::注册概念小区间"	"注册概念小区间"	"二次特征类.cpp:843"	"1"	"二次特征节点类* 二次特征类::注册概念小区间( 二次特征节点类* 任意域节点或链根, const I64区间& 区间, const 语素入口节点类* 概念名称)"	"注册方法、模板、对象或运行入口。"	""	"ClCompile"	"二次特征类.h:116:    二次特征节点类* 注册概念小区间("
"present"	"二次特征类::按差值命中概念节点"	"按差值命中概念节点"	"二次特征类.cpp:891"	"1"	"二次特征节点类* 二次特征类::按差值命中概念节点(二次特征节点类* 链根, I64 差值)"	"按函数名执行对应处理。"	""	"ClCompile"	"二次特征类.h:121:    二次特征节点类* 按差值命中概念节点(二次特征节点类* 链根, I64 差值);"
"present"	"二次特征类::用概念名称反查节点"	"用概念名称反查节点"	"二次特征类.cpp:927"	"1"	"二次特征节点类* 二次特征类::用概念名称反查节点(二次特征节点类* 链根, const 语素入口节点类* 概念名称)"	"按函数名执行对应处理。"	""	"ClCompile"	"二次特征类.h:122:    二次特征节点类* 用概念名称反查节点(二次特征节点类* 链根, const 语素入口节点类* 概念名称);"
"present"	"二次特征类::删除二次特征"	"删除二次特征"	"二次特征类.cpp:954"	"1"	"bool 二次特征类::删除二次特征(二次特征节点类* 节点)"	"删除指定对象、状态或登记项。"	""	"ClCompile"	"二次特征类.h:123:    bool 删除二次特征(二次特征节点类* 节点);"
